game_id,official_id,first_name,last_name,jersey_num
0029600059,1140,Bruce,Alexander,9
0029600059,1165,Luis,Grillo,8
0029600059,1153,Joe,Crawford,17
0029600114,1147,Mike,Callahan,24
0029600114,1142,Dick,Bavetta,27
0029600114,1202,Tommie,Wood,39
0029600121,1146,Tony,Brothers,56
0029600121,1157,Terry,Durham,31
0029600121,1177,Ed,Middleton,18
0029600161,1151,Sean,Corbin,64
0029600161,1168,David,Jones,36
0029600188,1186,Blane,Reichelt,37
0029600188,1165,Luis,Grillo,8
0029600188,1153,Joe,Crawford,17
0029600213,1167,Steve,Javie,29
0029600213,1148,James,Capers,19
0029600213,1157,Terry,Durham,31
0029600248,1176,Monty,McCutchen,58
0029600248,1158,Hugh,Evans,25
0029600248,1163,Bernie,Fryer,7
0029600365,1363,Bennie,Adams,47
0029600365,1199,Tom,Washington,49
0029600365,1158,Hugh,Evans,25
0029600689,1163,Bernie,Fryer,07
0029600689,1199,Tom,Washington,49
0029600767,1151,Sean,Corbin,64
0029600767,1164,Ron,Garretson,10
0029600767,1144,Ted,Bernhardt,16
0029600762,1190,Eddie,Rush,32
0029600762,1145,Joe,Borgia,33
0029600762,1167,Steve,Javie,29
0049600006,1167,Steve,Javie,29
0049600006,1144,Ted,Bernhardt,16
0049600006,1161,Joe,Forte,45
0049600013,1154,Bob,Delaney,26
0049600013,1199,Tom,Washington,49
0049600013,1190,Eddie,Rush,4
0049600014,1158,Hugh,Evans,25
0049600014,1197,Don,Vaden,12
0049600014,1160,Nolan,Fine,50
0049600041,1163,Bernie,Fryer,7
0049600041,1190,Eddie,Rush,32
0049600041,1153,Joe,Crawford,17
0049600042,1192,Bennett,Salvatore,15
0049600042,1167,Steve,Javie,29
0049600042,1184,Ron,Olesiak,44
0049600043,1164,Ron,Garretson,10
0049600043,1153,Joe,Crawford,17
0049600043,1181,Tommy,Nunez,28
0049600047,1160,Nolan,Fine,50
0049600047,1190,Eddie,Rush,32
0049600047,1167,Steve,Javie,29
0049600048,1157,Terry,Durham,31
0049600048,1142,Dick,Bavetta,27
0049600048,1183,Bill,Oakes,21
0049600051,1154,Bob,Delaney,26
0049600051,1195,Derrick,Stafford,14
0049600051,1158,Hugh,Evans,25
0049600053,1166,Hue,Hollins,42
0049600053,1155,JB,DeRosa,52
0049600053,1192,Bennett,Salvatore,15
0049600057,1195,Derrick,Stafford,14
0049600057,1158,Hugh,Evans,25
0049600057,1164,Ron,Garretson,10
0049600058,1161,Joe,Forte,45
0049600058,1174,Ken,Mauer,41
0049600058,1190,Eddie,Rush,4
0049600063,1164,Ron,Garretson,10
0049600063,1166,Hue,Hollins,42
0049600063,1190,Eddie,Rush,32
0049600066,1158,Hugh,Evans,25
0049600066,1192,Bennett,Salvatore,15
0049600066,1167,Steve,Javie,29
0049600070,1158,Hugh,Evans,25
0049600070,1192,Bennett,Salvatore,15
0049600070,1190,Eddie,Rush,32
0049600072,1163,Bernie,Fryer,7
0049600072,1183,Bill,Oakes,21
0049600072,1167,Steve,Javie,29
0049600074,1142,Dick,Bavetta,27
0049600074,1164,Ron,Garretson,10
0049600074,1180,Jack,Nies,35
0049600076,1154,Bob,Delaney,26
0049600076,1190,Eddie,Rush,4
0049600076,1161,Joe,Forte,45
0049600078,1197,Don,Vaden,12
0049600078,1166,Hue,Hollins,42
0049600078,1153,Joe,Crawford,17
0049600079,1167,Steve,Javie,29
0049600079,1190,Eddie,Rush,32
0049600079,1142,Dick,Bavetta,27
0049600083,1190,Eddie,Rush,4
0049600083,1183,Bill,Oakes,21
0049600083,1152,Dan,Crawford,43
0049600084,1158,Hugh,Evans,25
0049600084,1192,Bennett,Salvatore,15
0049600084,1167,Steve,Javie,29
0049600085,1166,Hue,Hollins,42
0049600085,1153,Joe,Crawford,17
0049600085,1180,Jack,Nies,35
0049600086,1142,Dick,Bavetta,27
0049600086,1161,Joe,Forte,45
0049600086,1190,Eddie,Rush,4
0049600088,1153,Joe,Crawford,17
0049600088,1192,Bennett,Salvatore,15
